,Source_ID,Target_ID,Source_Mol,Target_Mol,Source_Mol_pCMC,Target_Mol_pCMC,Delta_pCMC
11,compound_395,compound_396,CCCCCCCCOC(=O)C([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCCCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,1.74472749489669,2.17392519729917,0.42919770240248
12,compound_395,compound_380,CCCCCCCCOC(=O)C([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCCCCCCCOC(=O)C([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,1.74472749489669,2.74472749489669,1.0
13,compound_391,compound_392,CCCCCCCCCOC(=O)C([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCCCCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,2.35654732351381,2.67778070526608,0.3212333817522701
14,compound_391,compound_380,CCCCCCCCCOC(=O)C([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCCCCCCCOC(=O)C([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,2.35654732351381,2.74472749489669,0.3881801713828801
15,compound_395,compound_410,CCCCCCCCOC(=O)C([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCCCCOC(=O)C([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,1.74472749489669,2.0,0.25527250510331
16,compound_410,compound_391,CCCCCCCOC(=O)C([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCCCCCCOC(=O)C([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,2.0,2.35654732351381,0.3565473235138099
17,compound_422,compound_410,CCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCCCCOC(=O)C([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,1.23657200643706,2.0,0.76342799356294
18,compound_423,compound_410,CCCCSC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCCCCOC(=O)C([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,0.744727494896694,2.0,1.255272505103306
19,compound_420,compound_410,CCCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCCCCOC(=O)C([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,1.42021640338319,2.0,0.5797835966168099
20,compound_421,compound_410,CCCCCSC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCCCCOC(=O)C([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,1.33724216831843,2.0,0.6627578316815701
21,compound_410,compound_413,CCCCCCCOC(=O)C([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,2.0,2.0268721464003,0.0268721464002998
22,compound_410,compound_411,CCCCCCCOC(=O)C([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,2.0,2.03621217265445,0.0362121726544502
23,compound_410,compound_396,CCCCCCCOC(=O)C([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCCCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,2.0,2.17392519729917,0.17392519729917
24,compound_410,compound_392,CCCCCCCOC(=O)C([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCCCCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,2.0,2.67778070526608,0.67778070526608
25,compound_410,compound_380,CCCCCCCOC(=O)C([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCCCCCCCOC(=O)C([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,2.0,2.74472749489669,0.74472749489669
26,compound_412,compound_395,CCCCCCOC(=O)C([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCCCCCOC(=O)C([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,1.23657200643706,1.74472749489669,0.50815548845963
27,compound_412,compound_391,CCCCCCOC(=O)C([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCCCCCCOC(=O)C([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,1.23657200643706,2.35654732351381,1.11997531707675
28,compound_412,compound_410,CCCCCCOC(=O)C([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCCCCOC(=O)C([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,1.23657200643706,2.0,0.76342799356294
29,compound_412,compound_422,CCCCCCOC(=O)C([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,1.23657200643706,1.23657200643706,0.0
30,compound_423,compound_412,CCCCSC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCCCOC(=O)C([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,0.744727494896694,1.23657200643706,0.491844511540366
31,compound_412,compound_420,CCCCCCOC(=O)C([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,1.23657200643706,1.42021640338319,0.1836443969461301
32,compound_412,compound_421,CCCCCCOC(=O)C([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCCSC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,1.23657200643706,1.33724216831843,0.1006701618813699
33,compound_412,compound_413,CCCCCCOC(=O)C([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,1.23657200643706,2.0268721464003,0.7903001399632399
34,compound_412,compound_411,CCCCCCOC(=O)C([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,1.23657200643706,2.03621217265445,0.7996401662173902
35,compound_412,compound_396,CCCCCCOC(=O)C([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCCCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,1.23657200643706,2.17392519729917,0.93735319086211
36,compound_412,compound_392,CCCCCCOC(=O)C([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCCCCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,1.23657200643706,2.67778070526608,1.44120869882902
37,compound_412,compound_380,CCCCCCOC(=O)C([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCCCCCCCOC(=O)C([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,1.23657200643706,2.74472749489669,1.50815548845963
38,compound_419,compound_395,CCCCCOC(=O)C([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCCCCCOC(=O)C([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,0.920818753952375,1.74472749489669,0.823908740944315
39,compound_419,compound_391,CCCCCOC(=O)C([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCCCCCCOC(=O)C([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,0.920818753952375,2.35654732351381,1.435728569561435
40,compound_419,compound_410,CCCCCOC(=O)C([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCCCCOC(=O)C([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,0.920818753952375,2.0,1.079181246047625
41,compound_419,compound_412,CCCCCOC(=O)C([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCCCOC(=O)C([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,0.920818753952375,1.23657200643706,0.315753252484685
42,compound_419,compound_422,CCCCCOC(=O)C([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,0.920818753952375,1.23657200643706,0.315753252484685
43,compound_423,compound_419,CCCCSC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCCOC(=O)C([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,0.744727494896694,0.920818753952375,0.176091259055681
44,compound_419,compound_420,CCCCCOC(=O)C([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,0.920818753952375,1.42021640338319,0.4993976494308151
45,compound_419,compound_421,CCCCCOC(=O)C([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCCSC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,0.920818753952375,1.33724216831843,0.4164234143660549
46,compound_419,compound_413,CCCCCOC(=O)C([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,0.920818753952375,2.0268721464003,1.106053392447925
47,compound_419,compound_411,CCCCCOC(=O)C([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,0.920818753952375,2.03621217265445,1.115393418702075
48,compound_419,compound_396,CCCCCOC(=O)C([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCCCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,0.920818753952375,2.17392519729917,1.253106443346795
49,compound_419,compound_392,CCCCCOC(=O)C([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCCCCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,0.920818753952375,2.67778070526608,1.7569619513137051
50,compound_419,compound_380,CCCCCOC(=O)C([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCCCCCCCOC(=O)C([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,0.920818753952375,2.74472749489669,1.823908740944315
51,compound_329,compound_346,CCCCCC(=O)CC(=O)NC1CCOC1=O,CCCCCCCCCC(=O)CC(=O)NC1CCOC1=O,2.66354026615147,4.01322826573376,1.34968799958229
52,compound_349,compound_346,CCCCCCCCCC(=O)OCC(O)C(O)C(O)CO,CCCCCCCCCC(=O)CC(=O)NC1CCOC1=O,1.23657200643706,4.01322826573376,2.7766562592967
53,compound_40,compound_39,CCCCCCCCC(O)C(O)CCCCCCCC(=O)NCCO,CCCCCCCCC(O)C(O)CCCCCCCC(=O)NCCCO,5.24327373504639,5.33434724807739,0.0910735130309996
54,compound_349,compound_393,CCCCCCCCCC(=O)OCC(O)C(O)C(O)CO,CCCCCCCCCOC1OC(CO)C(O)C(O)C1O,1.23657200643706,2.16115090926275,0.92457890282569
55,compound_349,compound_394,CCCCCCCCCC(=O)OCC(O)C(O)C(O)CO,CCCCCCCCCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1N,1.23657200643706,2.15490195998574,0.91832995354868
56,compound_349,compound_347,CCCCCCCCCC(=O)OCC(O)C(O)C(O)CO,CCCCCCCCCC(=O)N(C)CC(O)C(O)C(O)C(O)CO,1.23657200643706,2.17392519729917,0.93735319086211
57,compound_57,compound_56,CCCCCCCCCCC(=O)NCCOCCOCCOCCO,CCCCCCCCCCC(=O)N(CCO)CCO,3.30102999566398,3.57839607313017,0.2773660774661901
58,compound_56,compound_59,CCCCCCCCCCC(=O)N(CCO)CCO,CCCCCCCCCCC(O)CCO,3.57839607313017,3.73015451431274,0.1517584411825701
59,compound_56,compound_60,CCCCCCCCCCC(=O)N(CCO)CCO,CCCCCCCCCCC(O)CO,3.57839607313017,3.74496883665445,0.1665727635242797
60,compound_203,compound_56,CCCCCCCCCCOOCCOCCOCC,CCCCCCCCCCC(=O)N(CCO)CCO,3.22199353857649,3.57839607313017,0.3564025345536801
61,compound_198,compound_56,CCCCCCCCCCOC1[CH][C@H](O)[C@@H](O)C(O)O1,CCCCCCCCCCC(=O)N(CCO)CCO,3.09199779882745,3.57839607313017,0.48639827430272
62,compound_382,compound_56,CCCCCCCCCCOCCOCCOCCO,CCCCCCCCCCC(=O)N(CCO)CCO,3.22184874961636,3.57839607313017,0.3565473235138099
63,compound_389,compound_56,CCCCCCCCCCSC[C@H](O)[C@H](O)[C@@H](O)CO,CCCCCCCCCCC(=O)N(CCO)CCO,3.39794000867204,3.57839607313017,0.1804560644581299
64,compound_199,compound_56,CCCCCCCCCCOCCOCCOCCOCCO,CCCCCCCCCCC(=O)N(CCO)CCO,3.16749108729376,3.57839607313017,0.4109049858364102
65,compound_56,compound_387,CCCCCCCCCCC(=O)N(CCO)CCO,CCCCCCCCCCSC(O)[C@H]1OC(=O)[C@@H](O)[C@@H]1O,3.57839607313017,4.48148606012211,0.9030899869919402
66,compound_56,compound_388,CCCCCCCCCCC(=O)N(CCO)CCO,CCCCCCCCCCSC1OC(=O)[C@H](O)[C@@H](O)[C@@H]1O,3.57839607313017,4.63827216398241,1.0598760908522395
67,compound_199,compound_57,CCCCCCCCCCOCCOCCOCCOCCO,CCCCCCCCCCC(=O)NCCOCCOCCOCCO,3.16749108729376,3.30102999566398,0.1335389083702201
68,compound_200,compound_57,CCCCCCCCCCOCCOCCOCCOCCOCCO,CCCCCCCCCCC(=O)NCCOCCOCCOCCO,3.11918640771921,3.30102999566398,0.1818435879447699
69,compound_201,compound_57,CCCCCCCCCCOCCOCCOCCOCCOCCOCCO,CCCCCCCCCCC(=O)NCCOCCOCCOCCO,3.04575749056068,3.30102999566398,0.2552725051032998
70,compound_63,compound_353,CCCCCCCCCCCC(=O)N(CCO)CCO,CCCCCCCCCCCC(=O)N(C)CC(=O)O,3.57839607313017,3.63078414258986,0.0523880694596901
71,compound_353,compound_354,CCCCCCCCCCCC(=O)N(C)CC(=O)O,CCCCCCCCCCCC(=O)N(C)CC(O)CO,3.63078414258986,3.63827216398241,0.0074880213925498
72,compound_353,compound_356,CCCCCCCCCCCC(=O)N(C)CC(=O)O,CCCCCCCCCCCC(=O)NC1CCOC1=O,3.63078414258986,5.39794000867204,1.76715586608218
73,compound_70,compound_353,CCCCCCCCCCCC(O)NCCOCCO,CCCCCCCCCCCC(=O)N(C)CC(=O)O,3.39804859586648,3.63078414258986,0.2327355467233802
74,compound_353,compound_73,CCCCCCCCCCCC(=O)N(C)CC(=O)O,CCCCCCCCCCCC(O)OCCOCC,3.63078414258986,4.48148606012211,0.8507019175322501
75,compound_194,compound_353,CCCCCCCCCCCOC1[CH][C@H](O)[C@@H](O)C(O)O1,CCCCCCCCCCCC(=O)N(C)CC(=O)O,3.52302353424047,3.63078414258986,0.1077606083493902
76,compound_63,compound_356,CCCCCCCCCCCC(=O)N(CCO)CCO,CCCCCCCCCCCC(=O)NC1CCOC1=O,3.57839607313017,5.39794000867204,1.81954393554187
77,compound_63,compound_64,CCCCCCCCCCCC(=O)N(CCO)CCO,CCCCCCCCCCCC(=O)NCCOCCOCCOCCO,3.57839607313017,3.85725331306458,0.27885723993441
78,compound_70,compound_63,CCCCCCCCCCCC(O)NCCOCCO,CCCCCCCCCCCC(=O)N(CCO)CCO,3.39804859586648,3.57839607313017,0.1803474772636901
79,compound_71,compound_63,CCCCCCCCCCCC(O)NCCOCCOCCO,CCCCCCCCCCCC(=O)N(CCO)CCO,3.29200425357707,3.57839607313017,0.2863918195531001
80,compound_63,compound_73,CCCCCCCCCCCC(=O)N(CCO)CCO,CCCCCCCCCCCC(O)OCCOCC,3.57839607313017,4.48148606012211,0.9030899869919402
81,compound_194,compound_63,CCCCCCCCCCCOC1[CH][C@H](O)[C@@H](O)C(O)O1,CCCCCCCCCCCC(=O)N(CCO)CCO,3.52302353424047,3.57839607313017,0.0553725388897001
82,compound_63,compound_354,CCCCCCCCCCCC(=O)N(CCO)CCO,CCCCCCCCCCCC(=O)N(C)CC(O)CO,3.57839607313017,3.63827216398241,0.0598760908522399
83,compound_354,compound_356,CCCCCCCCCCCC(=O)N(C)CC(O)CO,CCCCCCCCCCCC(=O)NC1CCOC1=O,3.63827216398241,5.39794000867204,1.75966784468963
84,compound_70,compound_354,CCCCCCCCCCCC(O)NCCOCCO,CCCCCCCCCCCC(=O)N(C)CC(O)CO,3.39804859586648,3.63827216398241,0.2402235681159301
85,compound_354,compound_73,CCCCCCCCCCCC(=O)N(C)CC(O)CO,CCCCCCCCCCCC(O)OCCOCC,3.63827216398241,4.48148606012211,0.8432138961397002
86,compound_194,compound_354,CCCCCCCCCCCOC1[CH][C@H](O)[C@@H](O)C(O)O1,CCCCCCCCCCCC(=O)N(C)CC(O)CO,3.52302353424047,3.63827216398241,0.1152486297419401
87,compound_70,compound_356,CCCCCCCCCCCC(O)NCCOCCO,CCCCCCCCCCCC(=O)NC1CCOC1=O,3.39804859586648,5.39794000867204,1.9998914128055605
88,compound_73,compound_356,CCCCCCCCCCCC(O)OCCOCC,CCCCCCCCCCCC(=O)NC1CCOC1=O,4.48148606012211,5.39794000867204,0.91645394854993
89,compound_194,compound_356,CCCCCCCCCCCOC1[CH][C@H](O)[C@@H](O)C(O)O1,CCCCCCCCCCCC(=O)NC1CCOC1=O,3.52302353424047,5.39794000867204,1.8749164744315705
90,compound_72,compound_64,CCCCCCCCCCCC(O)NCCOCCOCCOCCO,CCCCCCCCCCCC(=O)NCCOCCOCCOCCO,3.61101121487529,3.85725331306458,0.2462420981892901
91,compound_336,compound_347,CCCCCCCC(=O)N(C)CC(O)C(O)C(O)C(O)CO,CCCCCCCCCC(=O)N(C)CC(O)C(O)C(O)C(O)CO,1.16115090926274,2.17392519729917,1.01277428803643
92,compound_336,compound_344,CCCCCCCC(=O)N(C)CC(O)C(O)C(O)C(O)CO,CCCCCCCCC(=O)N(C)CC(O)C(O)C(O)C(O)CO,1.16115090926274,1.67778070526608,0.5166297960033401
93,compound_344,compound_347,CCCCCCCCC(=O)N(C)CC(O)C(O)C(O)C(O)CO,CCCCCCCCCC(=O)N(C)CC(O)C(O)C(O)C(O)CO,1.67778070526608,2.17392519729917,0.4961444920330899
94,compound_196,compound_197,CCCCCCCCCCN(C)C(=O)C(O)C(O)C(O)C(O)CO,CCCCCCCCCCN(C)C(=O)COCOCOCO,2.50932955741882,2.88941028970075,0.3800807322819297
95,compound_196,compound_376,CCCCCCCCCCN(C)C(=O)C(O)C(O)C(O)C(O)CO,CCCCCCCCCCN(C)C(=O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,2.50932955741882,2.88605664769316,0.3767270902743398
96,compound_376,compound_197,CCCCCCCCCCN(C)C(=O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,CCCCCCCCCCN(C)C(=O)COCOCOCO,2.88605664769316,2.88941028970075,0.0033536420075899
97,compound_197,compound_389,CCCCCCCCCCN(C)C(=O)COCOCOCO,CCCCCCCCCCSC[C@H](O)[C@H](O)[C@@H](O)CO,2.88941028970075,3.39794000867204,0.5085297189712903
98,compound_384,compound_197,CCCCCCCCCCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,CCCCCCCCCCN(C)C(=O)COCOCOCO,2.69897000433602,2.88941028970075,0.1904402853647298
99,compound_197,compound_385,CCCCCCCCCCN(C)C(=O)COCOCOCO,CCCCCCCCCCO[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,2.88941028970075,3.15490195998574,0.2654916702849901
100,compound_197,compound_386,CCCCCCCCCCN(C)C(=O)COCOCOCO,CCCCCCCCCCO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O,2.88941028970075,3.60205999132796,0.71264970162721
101,compound_161,compound_162,CCCCCCCCCCCCN(C)C(=O)C(O)C(O)C(O)C(O)CO,CCCCCCCCCCCCN(C)C(=O)COCOCOCO,3.54842758178711,3.83564714421556,0.2872195624284503
102,compound_161,compound_368,CCCCCCCCCCCCN(C)C(=O)C(O)C(O)C(O)C(O)CO,CCCCCCCCCCCCN(C)C(=O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,3.54842758178711,3.85387196432176,0.3054443825346502
103,compound_162,compound_368,CCCCCCCCCCCCN(C)C(=O)COCOCOCO,CCCCCCCCCCCCN(C)C(=O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,3.83564714421556,3.85387196432176,0.0182248201061998
104,compound_374,compound_162,CCCCCCCCCCCCO[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,CCCCCCCCCCCCN(C)C(=O)COCOCOCO,3.69897000433602,3.83564714421556,0.1366771398795401
105,compound_162,compound_375,CCCCCCCCCCCCN(C)C(=O)COCOCOCO,CCCCCCCCCCCCO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O,3.83564714421556,4.30102999566398,0.4653828514484202
106,compound_145,compound_146,CCCCCCCCCCCCCCN(C)C(=O)C(O)C(O)C(O)C(O)CO,CCCCCCCCCCCCCCN(C)C(=O)COCOCOCO,4.34816884994507,4.62708799702989,0.27891914708482
107,compound_145,compound_365,CCCCCCCCCCCCCCN(C)C(=O)C(O)C(O)C(O)C(O)CO,CCCCCCCCCCCCCCN(C)C(=O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,4.34816884994507,4.61978875828839,0.2716199083433199
108,compound_365,compound_146,CCCCCCCCCCCCCCN(C)C(=O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,CCCCCCCCCCCCCCN(C)C(=O)COCOCOCO,4.61978875828839,4.62708799702989,0.0072992387415
109,compound_121,compound_122,CCCCCCCCCCCCCCCCN(C)C(=O)C(O)C(O)C(O)C(O)CO,CCCCCCCCCCCCCCCCN(C)C(=O)COCOCOCO,4.80221843719482,5.11125903931711,0.3090406021222902
110,compound_111,compound_112,CCCCCCCCCCCCCCCCCCN(C)C(=O)C(O)C(O)C(O)C(O)CO,CCCCCCCCCCCCCCCCCCN(C)C(=O)COCOCOCO,4.93277835845947,5.54515513999149,0.6123767815320198
111,compound_308,compound_307,COCCOCCOCCCOCCOCCOCCNC(=O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,COCCOCCOCCCOCCOCCOCCNC(=O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,3.26003230324049,4.92118081690115,1.66114851366066
112,compound_47,compound_58,CCCCCCCCCC(=O)OC(C)C(=O)NCCCN(C)C,CCCCCCCCCCC(=O)OC(C)C(=O)NCCCN(C)C,3.53589701652527,3.82939291000366,0.29349589347839
113,compound_349,compound_331,CCCCCCCCCC(=O)OCC(O)C(O)C(O)CO,CCCCCCC(=O)OCC(O)C(O)C(O)CO,1.23657200643706,2.0,0.76342799356294
114,compound_416,compound_331,CCCCCCSC[C@@H](O)[C@@H](O)[C@@H](O)CO,CCCCCCC(=O)OCC(O)C(O)C(O)CO,1.99139982823808,2.0,0.0086001717619199
115,compound_417,compound_331,CCCCCCSC[C@@H](O)[C@@H](O)[C@H](O)CO,CCCCCCC(=O)OCC(O)C(O)C(O)CO,1.74472749489669,2.0,0.25527250510331
116,compound_418,compound_331,CCCCCCSC[C@H](O)[C@H](O)[C@@H](O)CO,CCCCCCC(=O)OCC(O)C(O)C(O)CO,1.92081875395238,2.0,0.07918124604762
117,compound_377,compound_376,CCCCCCCCCCN(C)C(=O)[C@H](O)[C@@H](O)[C@H](O[C@@H]1O[C@H](C)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)CO,CCCCCCCCCCN(C)C(=O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,2.63827216398241,2.88605664769316,0.2477844837107499
118,compound_377,compound_379,CCCCCCCCCCN(C)C(=O)[C@H](O)[C@@H](O)[C@H](O[C@@H]1O[C@H](C)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)CO,CCCCCCCCCCNC(=O)[C@H](O)[C@@H](O)[C@H](O[C@@H]1O[C@H](C)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)CO,2.63827216398241,2.88605664769316,0.2477844837107499
